Dear Sir, I'M PURUSHOTHAMAN FROM RANIPET.TAMILNADU ON 22.09.2015 DEPOSITED RS.18,700 IN ABOVE HDFC BANK BRANCH FOR THE NAME : AMAN KUMAR, A / C.NO : 50100092685250 BANK : HDFC BANK IFSC CODE : HDFC 0000481  BRANCH :NEW DELHI SO HE IS A CIBER CRIMINAL KEEP A / C IN YOUR HDFC BANK NEW DELHI. I REQUEST YOU TO GIVE ME HIS ADDRESS TO FILE A COMPLAINT ABOUT THE CREDIT IS DONE BY WRONGLY BY ME AND HE CHEAT ME 18,700 INR  TO HIS ACCOUNT &PLEASE TAKE  ACTION.|2015-10-17T13:53:41+0000
Had worst experience with the bank. There is a lack of knowledge with the employees. They need to get more training to talk to customers. Never faced such problems in the government banks. Really Shameful.|2015-10-17T13:07:03+0000
Pathetic customer service by any bank ever. Phone banker says i cannot use my net banking on weekends because i forgot my login password and he cannot reset it on weekends. Also, everytime a phone banker transfers the call to his manager for escalation, the call gets disconnected and i have to call again and follow the whole IVR process again and tell the same story to a new phone banker again....|2015-10-17T12:39:33+0000
Hi,  It would be great if you people can inform the customers about the hidden charges. I have converted a payment in to an EMI, after a month I am informed by your agent about the service charges. Great services offered!|2015-10-17T12:37:48+0000
Hamara net pass word  block ho gaya hai|2015-10-17T12:33:10+0000
Hi team,  As per your communication, there is no outstanding amount on my card.i have 6 reference numbers which you people are not yet provide any result on my card.i really unhappy and as per your communication I raise a complaint to Ombudsman as per RBI rules.kindly check your end on my card 4617 XXXX XXXX 9776 and let us know your queries on the same.  Regards, Buggareddy, +91-9176669272|2015-10-17T12:12:01+0000
This HDFC bank is one of the worst bank which i have ever seen, these bugger people have so many hidden charges on the credit card. they are a front end thief who still money from customer account on the basic of T*C, they have taken my amount from credit card.  when i call to customer service( worst customer service and customer has to be in the queue for 20 minutes to connect with customer care.) and when you email(reply never comes) .such a dedicated line and people are working their,  I request you all new user do not go with this BANK.   people please watch that, when can i get the reply from this dedicated team, my customer id is- 55841891DO   NOT GO WITH THIS BANK EVER, such a shameless people they are , who cut the amount from customer account without intimating. I want to closet he account from this bank|2015-10-17T11:40:35+0000
Very very bad customer Service by hdfc  1st.. Me & my brother went for bank account opening in a hdfc branch. & they ask for rs.35000 for account opening. Is it a policy of hdfc & also force to take RD policy.  2nd. Today i went to same branch of hdfc bank to transfer my other city account to my hometown. The person told me you hav to maintain rs.10,000 minimum balance in ur account. Which generally rs.5,000 for my hdfc bank account & for other bank accounts also. I said ok for the same. But the personal told me u also have to RD policy from our branch. I refused for the same. Then the personal is going rude & told me if you dont take RD policy i will not open your account in my branch. Im shocked from this scenario. Im operationg & in relation with hdfc over 6 years. But im going to end all relation with hdfc as of now. But i need answer from ur side if i dont want to take any of ur policy. Then your employee going to rude with customer & denied to open a account or transfer the account.|2015-10-17T10:03:44+0000
Dear All,  As you can see in image, one transaction was failed and I paid the amount in second transaction. It was done at Deepak Hospital, Blr. HDFC bank debited that amount twice(that means debited for Failed transaction too). Through Deepak Hospital, I raised the issue on 2015-10-12. Since then I wrote 4 times, but still HDFC is sleeping, there is no response at all. It seems there is no value of Customers for them.  Take care while using your card with HDFC Devices.|2015-10-17T09:54:18+0000
Sometime it really feel that private banks are fooling us around.. Specially HDFC bank. I am not aware that your bank executive open a demat account t and liked to my salary account. I am getting charged of it and no one is responding from your bank. Pathetic service. Worst bank ever...|2015-10-17T09:37:20+0000
Associated with HDFC bank since last 4 years with salary account . but now it became frustrating to continue with the bank. Even a branch manager not responds on a customers questions over mail.. 3-4 reminders and still no reply. Surely will have to think about some better banking option then HDFC bank.....really frustrating customer service....|2015-10-17T08:39:39+0000
Dear All,  This is complaint for Meenu Khosla Branch Manager is sector 20,Chandigarh. She has told me that the debit card will come in a week period and i have given all the documents to her.it was a application for platinum card which was lost by me.  After several emails and visits to bank, I finally got my card after 30 days and the new card was of 50000 limit and when i contacted her for the same ,she said on this account only 50000 card is what you can avail.  I called customer service and they informed me that she applied for normal card for you.No one helped me out on this matter and when i called her on her phone .She put my phone on speaker and telling her bank staf that this is how customers speaking for a card.  When i asked her that i can take action on this ,she said i have no issues as i am leaving bank.I have already opened new accounts in ICICI in sector 20 only and i am closing my all accounts by tomorrow.  Bank charged me for 285 for the card and put another charges on it too.  No one helps me in the bank and she used to talks to the customers like this only.No one helped me on this matter and i am talking this today legally to the consumer court for harassment done to me and the phone calls are shared with the staff members of the bank.|2015-10-17T07:19:17+0000
I am hdfc card holder and i have ordered I phone through amazon but my payment didn't receive on amazon side, When i called to branch they said it's server issue and i asked about my money then they replied they don't know correctly how could they say that. I want my money back as soon as possible otherwise i will claim on the bank. It's not reliable bank their staff also not cooperative. Give my money back i am going to close my account. Not reliable bank. Contact no: 8527104606.|2015-10-17T06:40:41+0000
I am a resident of Pune & have processed my Term Insurance. I have received the confirmation email on the 24th Sept.  Application number - 1100008842872 Payment was made on the 8th Sept, 2015. Today I received a call from the HDFC agent stating that it is taking time for the Underwriters to take a decision. However he also confirmed that my medical tests are clear. What is the use of paying HDFC more than a month ago & the policy is not yet issued???? What is the logic of naming your organization CLICK2PROTECT??? If its taking so long to issue a simple policy?????? There was a lot of confusion during the medical tests also which was resolved by the agent. This email has been sent with specific attachment to managingdirector also. Dont know if this will work with kind of illiterate tele callers who keep calling. Regards Vishwesh Deshmukh|2015-10-17T06:00:16+0000
why bank not sending my upgraded card to my address mentioned to my savings account .it returned back for sending to wrong address .pathetic customer service not able to solve any problem|2015-10-17T04:42:23+0000
Starting a new thread of posts on HDFC's page. I have been following up since so many weeks to get the refund. All I got so far is series of reference numbers and false assurance. Last two reference numbers that were given to me are: "HBL=031-641-393' reference id:FB0310153" and "Reference: Number: PDN051893".  I now request HDFC to share a firm timeline by when the amount will be refunded. Intend to lodge a case against HDFC if this does not get resolved by next week.|2015-10-17T03:36:39+0000
Kha pr posts  hai|2015-10-16T23:53:40+0000
Excellent service from RM of Juhu, Ville Parle Mr. Neelesh Juneja. Can't expect this from anyone other than India's most prestigious bank. Keep this up.|2015-10-16T20:10:40+0000
This is not the first time i have been cheated by your this branch, this is the third time but this time time i am in a deep mess, please tell me what do i do ??? I bet you have trained your staff on six sigma fraud, false, unprofessional and wrong commitment which is why right from the bottom to the top of your branch people are giving wrong promise and wasted my one month. And your sole aim to just get sales numbers come what may... even if takes that you cut some body's throat but sale has to happen. My reference number 15286588504|2015-10-16T19:28:43+0000
Keeping in mind the festive season I applied for a HDFC credit card on 1st Sept 2015 but till date I have not received any kind of written confirmation from HDFC team. I mean such a great bank like HDFC is operating and treating their customer in such a unprofessional way. Till date I dont even know that whether all those personal and important details and documents of mine collected by the so called HDFC executive was used for a genuine purpose or not because I was left with an application number only (i.e. CC23058043) which never help me out in any ways. The so called HDFC executive (Mobile No: 8190883553) who used to call me 10 times a day before collecting and processing the document has stooped responding anymore even after providing him a new reference customer for credit card. It is such a disgusting thing that I have to wait for a credit card application to get processed for nearly 2 months. I understand that these things are very sensitive case and several verification has to be done but HDFC is so unprofessional that they cannot send a single mail or sms requesting a customer to wait and hire such people those who does't care to respond.   So I request you to at least let me know whether the guy who collected the documents were used for genuine purpose or not because now I dont want to have an HDFC credit card anymore.  Never expected such kind of service from HDFC and just because of your service my name got spoiled in my friend circle as I referred a friend of mine to apply for the same along with me and she is also still waiting for the same.  Thank you for the unexpected service from HDFC Bank and ruining my plans for this festive season.  Bikramjeet Bhattacharjee  Bikram_89@yahoo.com|2015-10-16T16:53:31+0000
Dear Sir / Madam, I came know from your customer service centre shift-incharge that the technology to ensure HDFC bank credit card will prompt for a PIN on usage at any POS terminal is not yet available and is in process. Is  it so? When other bank can provide such card, why this cannot be done at HDFC? How many more months do your customers have to wait for it?|2015-10-16T16:36:30+0000
I recently purchased a Hdfc forex card for travel . It gives me immense pain to say that the type of service your this department has is totally horrendous. We complained about two false transactions to the bank and requested for card statement .We used every Possible medium to get the statement phone banking , email compliant , visit to branch , talking to representative . Every department worked to its worst with IT dept sending us email attachment of statement with no content . Phone banking to our surprise reporting our complaint had been closed  . Physical branch refusing to help saying we used book my forex to purchase Hdfc forex card. For the bank as a grieving customer who is associated with Hdfc from last 9 years  all I can say is - it s shameful if a bank like yours can't stand up to its broad values .  Details  Card holder : Vicky nanda Complaint # mumc1015166984|2015-10-16T16:11:24+0000
This is the worst bank i have ever seen. Today when i payment on amazon app.the amount was deducted from my account. But amazon get any payment from my side. When i called at hdfc customer care they told me it will take 2-4 days. How could be possible...that is my money. They have to send in my account in an hour... And even thy didnt called me that the amount is deducted so thy will refund me.|2015-10-16T15:47:38+0000
What documents required for converting the Savings account in to salary account..I have offer letter, and pay slip with me..pls comment|2015-10-16T15:11:18+0000
NEFT CHGS INCL ST & CESS 081015 It means..? I know this charges for Netbanking transfer..for below 1000 Rs.2.5...but Rs.20 deducted from my account...|2015-10-16T15:02:08+0000
Dear HDFC Cr. Team,  Kindly help to share me the PIN dispatch details regarding Cr. Card 4854-xxxx-xxxx-1496 pending since long.  Ram Avtar Gupta 1238, Indra Nagar Bhrampuri Near Sunaro Ki Dhramshala Landmark Anand Soap Factory, Meerut (U.P) India Postal Pin Code 250002 Ph. No. +91-9897212515|2015-10-16T14:50:18+0000
Dear Sir ,                     I Have taken a Home loan from HDFC in 2013 March at rate of 10.15 % pa it was increase to 10.5 by HDFC  when the RBI increase the interest rate but when RBI lower rate by 75 basis point your HDFC lower the 20 basis point only.  again RBI lower the 50 basis point HDFC Did not lower the rate from 10.30 % to Like me client   when RBI lower the rate by 125 basis point Hdfc did not pass the benefit to the customer why ?  #PMO|2015-10-16T14:04:31+0000
I had applied for new credit card three weeks back and submitted all the necessary document. Got verification call, but after that no response. Application number CC23653219, no update from your side. Need a update soon|2015-10-16T13:24:41+0000
HDFC Bank, Let's skip the greetings.  I made the ill-informed decision to get an HDFC Credit Card.  The level of unprofessionalism, complacency & lack of accountability that your employees have displayed has been impressive. And that was sarcastic.  1. I had applied for the card on 23rd June, the same day as my salaried account was opened and it took one month (30 days) for me to receive any kind of communication on the matter. That too after I wrote a mail to the concerned department.  2. I was asked for all information all over again over various emails & I eventually ended up sending 27 different e-mails with my information. With emails marked even to the managing director. Did something happen? No.  3. I had to send in more angry emails and then finally a sales representative was asked to contact me.  4. He told me of the process and assured me that everything should go smoothly. Did it? No.  5. You guys without giving me any prior information or instruction decided that the transfer method used to credit the salary into my account wasn't right. Even when I offered giving documents endorsing the transfer.  6. Regardless, the application did not go through that month & again I was assured that the next month it would work smoothly. Did it? No.  7. The next month the entire process was repeated & this time I was confident that no bank, however incompetent could actually care so little about service that it would in fact be reckless.  8. I was (Again, only on my frequent calling) told that this time too the card could not be processed because the last time the bank has tagged the application as declined & therefore I can't apply for the card for another 6 months.  Your bank & employees have no intent of service, no idea of ethic & no consideration for your customers. Need I remind you of your tagline, 'We understand your world.'  I am thoroughly disappointed, frustrated & surprised at the typically corporate behaviour, pathetic accountability & absence of responsibility.  HDFC bank, may I recommend 'We don't give a damn about your world.' as your new tagline.  I am surprised by you incompetence & audacity.|2015-10-16T12:40:47+0000
I really hate your service,you play with customer account and detect some charges when you want without any kind of intimation given to customer.You are big cheaters,you detect depositary charges 4 times within a year without any information.Very poor service!!!!|2015-10-16T12:22:17+0000
Dear Sir/Mam,  I am using your HDFC Credit Card Name of Rupak Ranjan and Card No- 4617 XXXX XXXX 7806 and I have settled my outstanding amount with Rs. 31450/- on 15th Nov 2014 with Convert an EMI for six Month, But I was unable to pay accordingly then your concern person Mr. Mahaveer Mob No- (9999135443) told me to pay it within Twelve EMI so i started to pay continuously, But on my last EMI time your concern person come to me and told me that your Settlement has been invalid and force me for resettlement, my settlement remain amount was only Rs. 2500 that was my last EMI but now they are saying for resettlement so I am not satisfied with your services and I not able for resettlement, I have already told to your concern person that I am not able for resettlement but continue your executive come to my home and force me for resettlement, Now I am jobless and not able for any resettlement so kindly check my record and resolve my issue. I am waiting for your positive reply.  Reg:- Rupak Ranjan +91- 8860511511|2015-10-16T11:47:07+0000
I HAVE LOCKED MY HDFC NETBANKING ACCOUNT DUE TO CONSECUTIVE FALSE PASSWORDS. KINDLY HELP TO RESOLVE THIS PROBLEM.|2015-10-16T11:34:25+0000
hdfc bank is a great bank today i paid my postpaid mobile  bill using bill pay  ,but the problem with aditya puri he things just putting on facebook 100 crore indians will come to know about it ,he should do advanced level of marketing otherwise bandhan and idfc  will  capture lot of their costumers|2015-10-16T10:54:48+0000
Cancelled flight ticket refund amount not credited to my bank account I have booked a flight ticket on 06/09/2015 from Allahabad to Delhi for Journey date 08/10/2015 through HDFC smartbuy (Goibibo Partner). The Goibibo cancelled the ticket on 30/09/2015 and the amount was refunded by airline as well as Goibibo. I have confirmation e-mail from Goibibo. But HDFC smart buy is not crediting the amount in my account. The HDFC smartbuy flight ticket booking reference no is - 1441779928264598 Many times I call & e-mailed to smartbuy, they have not even replied till now neither their call get connected to customer care if we keep on lone for 40+ minutes also. I would say, HDFC is a reliable organisation. But Smartbuy team spoiling HDFC's credibility. So requesting smart-buy team not to play with customer sentiment. Give correct information & refund the amount in time. If the the amount is not refunded in a day or 2, then I'll be forced to go to Consumer court.|2015-10-16T10:49:19+0000
@HDFC_Bank Debit Card Fees double than Credit Card ?? Can anyone explain or reply No one is replying in support ?|2015-10-16T09:45:30+0000
Can i disable OTP for my net banking transactions ? if yes how ?  Manish kumar singh|2015-10-16T08:22:02+0000
Im not able to use my credit card. After entering otp the payment is getting failed.. Can anyone help me??|2015-10-16T07:56:07+0000
One more reason to find HDFC bank having pathetic service. I have submitted form in bank for address change on 09th Oct. Its been a week and when I called today to call centre, got update that they have no idea about my form and they have not received it. This is height of stupidity from HDFC bank that first they make to fill the form to get drop at nearest ATM or Bank. And even after a week they are unable to track that request form.  I guess HDFFC is the only bank in 2015 which uses 20 years old updated method of address change by filling physical form with NO guarantee that whether your form will reach correct Bank deppt for processing or not.  Complain raised with complain number - 15289369706|2015-10-16T07:06:04+0000
I have savings account in Hyderabad kukatpally branch, i Maintained 5,000/- in this account, HDFC started charging for non maintenance of min balance. Now when i did enquiry to the nearest branch they said may be it now 10,000/- for you thats why they have charged so, But still i get sms says when the available balance is less than 5,000/-, your minimum balance is 5000/-. why this kind of fine imposed with out any proper rule to do so. Will i get any resolution?|2015-10-16T06:32:28+0000
Hi there, I made a NEFT transaction of 13 Oct but the money is not being transffered yet...... Can anyone help....!!|2015-10-16T05:35:53+0000
Hi, I just observed that this year my locker rent has been increased from 750 to 7000Rs. My personal banker mentioned that HDFC has decided to revise the rate. He, however, did not have any explanation on why the rate has been increased directly 10 times. There was no communication from Bank. What an unfair practice by HDFC bank.|2015-10-16T04:16:08+0000
Hey, I have found on road an International Debit card issued in the name of Mr. Prashant Jungle. The card number is 4854 46022xx2 9250 - The xx mentioned digits are not readable. I do not know whether the card owner has discarded it or has lost it. Could you please confirm with your account holder?|2015-10-16T03:57:58+0000
The ATM located in the HDFC HUGHES ROAD BRANCH, MUMBAI, MAHARASHTRA, has for the FOURTH TIME IN ONE WEEK, NOT been able to dispense cash! The ATM No. as indicated on the "Withdrawal Declined Unable to Dispense" Slip is: SIACMB72. What kind of pathetic service is this? Your stupid Watchman asks me to go to Chowpatty ATM which is quite far away - this ATM is right next to my house.  Why are we being inconvenienced like this? Is this the kind of Customer Service HDFC offers? Am truly disappointed and am thinking of closing the Account.|2015-10-16T03:47:05+0000
I  am the HDFC flagship credit card holder with good track record. Logged a complaint ('HBL=031-123-173' ) regarding ClickNgo deal and HDFC bank.HDFC bank aggregator  misleading customers saying that they are Visa partners and they give 20% payback discount card. In fact, ClickNgo is not a Visa partner and customer will able to know when the money is debited using HDFC IVR system.  After long follow up ClickNgo says(Mr.Sanjiv)assured that they have refunded money back to HDFC but HDFC says No.  HDFC RM Mr.Rajeneesh is not giving any support to track the case and every time he says system is down and he never calls back and updates the status. Lousy and delayed reply from PriorityRedressal.CreditCards@hdfcbank.com. I would ask HDFC management why you are not Updating clickNgo claim that is money refunded, why HDFC is keeping relationship with misleading partners and how can they missell the product using HDFC IVR system.|2015-10-16T02:21:12+0000
HDFC bank is one of the most reputed and a good banking brand in India, and i have excellent experience of online banking. BUT while following up for service through its PVR saket branch, new delhi.... I must say its most horrible experience. Carelessness of few people with impact the brand. Please take care.|2015-10-15T18:36:19+0000
Cen i get kalyani loan from ur bank|2015-10-15T17:47:46+0000
My netbanking account is locked. Is there any way to unlock it ?|2015-10-15T17:38:47+0000
Ia he work for  HDFC Bank  .|2015-10-15T17:25:07+0000
I am interested in Prime Minister Mudra Loan|2015-10-15T15:59:37+0000
Have opened savings max account in hdfc bank. I would like to know when hdfc bank will introduce cash deposit machines? You guys should introduce cash deposit machine in this banking era. It will be easy for us. Thank you. I hope you will listen to me. 😃 have a good day|2015-10-15T15:28:29+0000
Employees of collection department of hdfc bank rajori garden, new Delhi are  working as a MAFIA. If you are unable to pay your dues on time then they will make sure to turn your life into living hell. Being abusive, using filthy language and harassment by sending people at home. Are we really living in India or Taliban. Beware if you don't pay them on time then these MAFIA people will make your life living hell by calling each and every family member of yours. If you mail their senior management then be ready,, Nothing will happen.. Slow clap for hdfc bank|2015-10-15T14:54:47+0000
Your ATM in a crucial area like HUGHES ROAD, NEVER HAS ANY MONEY IN IT!  Today my FOURTH TRANSACTION WAS REJECTED. I am repenting for Banking with you guys.|2015-10-15T13:51:21+0000
After a long association of 6 years I feel cheated by HDFC. They had mis sold a card and when I cancelled the card they cancelled my reward points that had accumulated for last 6 years. Very sad.... I will keep posting and highlighting this issue unless someone does something.|2015-10-15T13:19:52+0000
TO, We are not geting lpg subsidy even though aadhar no is linked  with  HDFC Bank a/c No:50100034129540  Ifsc Code:HDFC0000632 Aadhaar number 865689125800 Customer name: K.Radhabai.  The problem is HDFC bank has to link the aadhar with Npci for subsidy. Please help,|2015-10-15T11:07:05+0000
HDFC is really very bad bank. Their customer care service is the worst . My Debit cards are details were used in transaction by someone else and after one month of lodging the complaint of forging the card details they are just not doing anything. I have provided every documents they asked for and it is now more than one month, they are not able to complete their investigation. I dropped several emails to bank managers but there is no answer  from their side. In their complaint site, I am only able to track the status which was last updated  after two days of the complaint.Since then there is no update from bank side and they is no particular concerned team/people with whom I can follow up. I will suggest other not to continue with HDFC and very soon I am going to change my bank once I reach India. I don't understand what is risk-control team of HDFC is doing for last one month. I do not feel it is secure bank anymore.|2015-10-15T10:57:36+0000
one of the worst services bank in india.. HR department is not happy to work..even dont pick the call of employees.. i was employee in Hdfc bank.. n after my resign i dont get my pf amount n full n final.. HR department even dont pick the call..anybody have any complaint id for Hr.. kindly tell|2015-10-15T10:50:37+0000
Mr. Puri. My name is Rahul sarkar holding the net banking id: 47329030. I am a loyal customer for  HDFC since 4 years approx. I never face any inconvenience regarding any transaction and i have a good monthly transaction, I was offered a pre approved loan of 7.5 lakhs displaying on my net banking. so I planned a car and took the loan for reference no. 35057125. but then I planned to change the are and gave another request for the same Ref:35701889, but this time it took a long tie for any information against the same. After number of calls to customer care a rude executive denied to help and gave a number of Mr. Prasanna Majumdar( sales manager) who never picks the call: 9312930497. After a long discussion with the loan department I came to know that the verification was conducted and the field guy mention wrong update that once the address was not found and second time the guard was not able to give proper info about the office. I do-not have any guard at my office neither the Field executive contacted me, and wrong information was updated to the dept. I am very much upset with this behaviour from HDFC and I thing It was a bad decision choosing hdfc as when i needed support not is whiling to help me .  I would be Sharing this bad experience of mine to all my colleagues and will ask my dept never to deal with HDFC bank. Sharing this to social networks to masses should know about the worst services of HDFC where always promises are made but never fulfilled. RAHUL SARKAR 9716648269|2015-10-15T10:48:45+0000
